Access Date;Access Time;Modify Date;Modify Time;Create Date;Create Time;Permissions;User ID;Group ID;File Size;Filename
18/01/22;00:54:01.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:01.9756100820;644;1000;1002;362;./.git/objects/2d/a4dce96a969897182e0c7e650a3eceb45bbe73
18/01/22;00:54:03.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:03.0436100550;644;1000;1002;160;./.git/objects/2d/ca1e11510dc6d7caf6c69851501d0ac703d8f6
18/01/22;00:50:57.7676147740;18/01/22;00:54:04.1116100280;18/01/22;00:54:04.1116100280;755;1000;1002;96;./.git/objects/37
18/01/22;00:50:57.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:50:57.7716147740;644;1000;1002;444;./.git/objects/37/index.html
18/01/22;00:54:04.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:04.1156100280;644;1000;1002;951;./.git/objects/37/b63429c220341bb6c6ff7121d78102a2d7c9ec
18/01/22;00:50:58.8476147470;18/01/22;00:54:04.1716100260;18/01/22;00:54:04.1716100260;755;1000;1002;96;./.git/objects/3b
18/01/22;00:50:58.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:50:58.8476147470;644;1000;1002;444;./.git/objects/3b/index.html
18/01/22;00:54:04.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:04.1756100260;644;1000;1002;179;./.git/objects/3b/c1129fb33a10654faab4ec61eae970b0808946
18/01/22;00:50:59.9036147200;18/01/22;00:54:05.3596099960;18/01/22;00:54:05.3596099960;755;1000;1002;96;./.git/objects/3c
18/01/22;00:50:59.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:50:59.9076147200;644;1000;1002;444;./.git/objects/3c/index.html
18/01/22;00:54:05.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:05.3636099960;644;1000;1002;161;./.git/objects/3c/a0760c7b0978e15a1bd2e2705406f4b1c5f9ef
18/01/22;00:51:01.0236146910;18/01/22;00:54:06.7716099600;18/01/22;00:54:06.7716099600;755;1000;1002;96;./.git/objects/3d
18/01/22;00:51:01.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:01.0276146910;644;1000;1002;444;./.git/objects/3d/index.html
18/01/22;00:54:06.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:06.7756099600;644;1000;1002;1017;./.git/objects/3d/4a68312e46fa534173969afb23c1e947ced7a8
18/01/22;00:51:02.2476146600;18/01/22;00:54:07.8396099330;18/01/22;00:54:07.8396099330;755;1000;1002;96;./.git/objects/3e
18/01/22;00:51:02.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:02.2516146600;644;1000;1002;444;./.git/objects/3e/index.html
18/01/22;00:54:07.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:07.8396099330;644;1000;1002;750;./.git/objects/3e/937d79c111fe3e43d43678aeef3b301071c4f2
18/01/22;00:51:03.4396146300;18/01/22;00:54:09.0916099010;18/01/22;00:54:09.0916099010;755;1000;1002;96;./.git/objects/3f
18/01/22;00:51:03.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:03.4436146300;644;1000;1002;444;./.git/objects/3f/index.html
18/01/22;00:54:09.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:09.0956099010;644;1000;1002;703;./.git/objects/3f/ae767850f22273117a2fde722e5ea5ae71133d
18/01/22;00:51:04.6916145980;18/01/22;00:54:10.1116098750;18/01/22;00:54:10.1116098750;755;1000;1002;96;./.git/objects/43
18/01/22;00:51:04.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:04.6916145980;644;1000;1002;444;./.git/objects/43/index.html
18/01/22;00:54:10.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:10.1116098750;644;1000;1002;250;./.git/objects/43/70c38bae5fc572bc9227c6fecbb92535daae27
18/01/22;00:51:05.7596145710;18/01/22;00:54:12.7156098090;18/01/22;00:54:12.7156098090;755;1000;1002;172;./.git/objects/45
18/01/22;00:51:05.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:05.7596145710;644;1000;1002;545;./.git/objects/45/index.html
18/01/22;00:54:11.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:11.2956098450;644;1000;1002;120;./.git/objects/45/3c9b16017b379f7a196377cc5124109d9d89ab
18/01/22;00:54:12.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:12.7196098090;644;1000;1002;419;./.git/objects/45/a7b6acfa3e84492649c55bf73198bee057ff07
18/01/22;00:51:06.8876145420;18/01/22;00:54:13.9116097780;18/01/22;00:54:13.9116097780;755;1000;1002;96;./.git/objects/48
18/01/22;00:51:06.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:06.8916145420;644;1000;1002;444;./.git/objects/48/index.html
18/01/22;00:54:13.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:13.9116097780;644;1000;1002;445;./.git/objects/48/82d76c16f6fdd5a92b5e6286ace7461dea8b71
18/01/22;00:51:08.0196145130;18/01/22;00:54:15.2276097450;18/01/22;00:54:15.2276097450;755;1000;1002;96;./.git/objects/4b
18/01/22;00:51:08.0000000000;17/01/22;16:42:20.0000000000;18/01/22;00:51:08.0236145130;644;1000;1002;444;./.git/objects/4b/index.html
18/01/22;00:54:15.0000000000;17/01/22;16:42:37.0000000000;18/01/22;00:54:15.2276097450;644;1000;1002;762;./.git/objects/4b/273fbbd7afa262251519a62fdcaf86d7db6a7b
18/01/22;00:51:09.1036144860;18/01/22;00:54:16.2756097180;18/01/22;00:54:16.2756097180;755;1000;1002;96;./.git/objects/4d
18/01/22;00:51:09.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:09.1076144860;644;1000;1002;444;./.git/objects/4d/index.html
18/01/22;00:54:16.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:16.2796097180;644;1000;1002;1414;./.git/objects/4d/f708868e117bab773f7fedde847bc4108b6c68
18/01/22;00:51:09.1636144840;18/01/22;00:54:17.4156096890;18/01/22;00:54:17.4156096890;755;1000;1002;96;./.git/objects/4e
18/01/22;00:51:09.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:09.1636144840;644;1000;1002;444;./.git/objects/4e/index.html
18/01/22;00:54:17.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:17.4196096890;644;1000;1002;300;./.git/objects/4e/1ab934065eef494f61fc298756b9d7e7af64e9
18/01/22;00:51:10.3476144540;18/01/22;00:54:18.4796096620;18/01/22;00:54:18.4796096620;755;1000;1002;96;./.git/objects/4f
18/01/22;00:51:10.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:10.3516144540;644;1000;1002;444;./.git/objects/4f/index.html
18/01/22;00:54:18.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:18.4796096620;644;1000;1002;684;./.git/objects/4f/471f87a12c413885567586654aabac46eee3d1
18/01/22;00:51:11.4836144250;18/01/22;00:54:18.5396096600;18/01/22;00:54:18.5396096600;755;1000;1002;96;./.git/objects/52
18/01/22;00:51:11.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:11.4836144250;644;1000;1002;444;./.git/objects/52/index.html
18/01/22;00:54:18.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:18.5436096600;644;1000;1002;1347;./.git/objects/52/180f22d6d721de3c15b3a5d48f3419a3614ca2
18/01/22;00:51:12.6996143940;18/01/22;00:54:20.6436096070;18/01/22;00:54:20.6436096070;755;1000;1002;172;./.git/objects/54
18/01/22;00:51:12.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:12.6996143940;644;1000;1002;545;./.git/objects/54/index.html
18/01/22;00:54:19.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:19.6316096320;644;1000;1002;216;./.git/objects/54/451dfcf6c766a7c246809fd7fdab486dc930b0
18/01/22;00:54:20.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:20.6476096070;644;1000;1002;152;./.git/objects/54/587ae2d24d4f832d25f21dabaa83c440e151d3
18/01/22;00:51:13.7556143670;18/01/22;00:54:21.7196095790;18/01/22;00:54:21.7196095790;755;1000;1002;96;./.git/objects/55
18/01/22;00:51:13.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:13.7636143670;644;1000;1002;444;./.git/objects/55/index.html
18/01/22;00:54:21.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:21.7196095790;644;1000;1002;737;./.git/objects/55/6f0a006817781a66752c6e9862ed028bb8b49f
18/01/22;00:51:14.9396143370;18/01/22;00:54:24.9516094970;18/01/22;00:54:24.9516094970;755;1000;1002;248;./.git/objects/59
18/01/22;00:51:14.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:14.9436143370;644;1000;1002;646;./.git/objects/59/index.html
18/01/22;00:54:22.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:22.8396095510;644;1000;1002;217;./.git/objects/59/98423d0d668d049b32c5ec8efde67831fef89b
18/01/22;00:54:23.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:23.9356095230;644;1000;1002;677;./.git/objects/59/b6637b4ddd6062eadf8198d24c3baab9661ab3
18/01/22;00:54:24.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:24.9556094970;644;1000;1002;169;./.git/objects/59/d418e71a61d69cea453f541d0cce474d47ad38
18/01/22;00:51:16.0036143100;18/01/22;00:54:26.1276094670;18/01/22;00:54:26.1276094670;755;1000;1002;172;./.git/objects/5a
18/01/22;00:51:16.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:16.0076143100;644;1000;1002;545;./.git/objects/5a/index.html
18/01/22;00:54:26.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:26.0996094680;644;1000;1002;739;./.git/objects/5a/22d502e2128a3db19edc6f74c6e7ca02590f21
18/01/22;00:54:26.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:26.1396094670;644;1000;1002;861;./.git/objects/5a/fb91375527e7c2c83e09d5c989318436ef789b
18/01/22;00:51:17.0676142830;18/01/22;00:54:27.5276094310;18/01/22;00:54:27.5276094310;755;1000;1002;96;./.git/objects/5e
18/01/22;00:51:17.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:17.0716142830;644;1000;1002;444;./.git/objects/5e/index.html
18/01/22;00:54:27.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:27.5276094310;644;1000;1002;154;./.git/objects/5e/d115344a09381755143cc3e4718d70e500dfbf
18/01/22;00:51:17.1236142810;18/01/22;00:54:28.6396094030;18/01/22;00:54:28.6396094030;755;1000;1002;96;./.git/objects/5f
18/01/22;00:51:17.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:17.1236142810;644;1000;1002;444;./.git/objects/5f/index.html
18/01/22;00:54:28.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:28.6436094030;644;1000;1002;219;./.git/objects/5f/5a11912079fba013055a2e3b08a3497ac4c5cd
18/01/22;00:51:18.1876142540;18/01/22;00:54:29.7236093750;18/01/22;00:54:29.7236093750;755;1000;1002;96;./.git/objects/62
18/01/22;00:51:18.0000000000;17/01/22;16:42:21.0000000000;18/01/22;00:51:18.1876142540;644;1000;1002;444;./.git/objects/62/index.html
18/01/22;00:54:29.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:29.7276093750;644;1000;1002;599;./.git/objects/62/bfe141a2eef34046aa5fb014615877e0df05e6
18/01/22;00:51:18.2356142530;18/01/22;00:54:30.7836093480;18/01/22;00:54:30.7836093480;755;1000;1002;96;./.git/objects/63
18/01/22;00:51:18.0000000000;17/01/22;16:42:22.0000000000;18/01/22;00:51:18.2356142530;644;1000;1002;444;./.git/objects/63/index.html
18/01/22;00:54:30.0000000000;17/01/22;16:42:38.0000000000;18/01/22;00:54:30.7876093480;644;1000;1002;163;./.git/objects/63/ac7981b2080c9761d6a363c829032b5e36d979
18/01/22;00:51:18.2836142520;18/01/22;00:54:31.8596093210;18/01/22;00:54:31.8596093210;755;1000;1002;96;./.git/objects/66
18/01/22;00:51:18.0000000000;17/01/22;16:42:22.0000000000;18/01/22;00:51:18.2876142520;644;1000;1002;444;./.git/objects/66/index.html
18/01/22;00:54:31.0000000000;17/01/22;16:42:39.0000000000;18/01/22;00:54:31.8596093210;644;1000;1002;130;./.git/objects/66/e1ae08788e5f207c3bee24a403cb75ce0cd419
18/01/22;00:51:19.3316142250;18/01/22;00:54:32.9276092940;18/01/22;00:54:32.9276092940;755;1000;1002;96;./.git/objects/69
18/01/22;00:51:19.0000000000;17/01/22;16:42:22.0000000000;18/01/22;00:51:19.3356142250;644;1000;1002;444;./.git/objects/69/index.html
18/01/22;00:54:32.0000000000;17/01/22;16:42:39.0000000000;18/01/22;00:54:32.9276092940;644;1000;1002;494;./.git/objects/69/68577c291a2d00fe22f4b964ad4d590b38a177
18/01/22;00:51:20.4356141970;18/01/22;00:54:33.9716092670;18/01/22;00:54:33.9716092670;755;1000;1002;96;./.git/objects/6b
18/01/22;00:51:20.0000000000;17/01/22;16:42:22.0000000000;18/01/22;00:51:20.4396141970;644;1000;1002;444;./.git/objects/6b/index.html
18/01/22;00:54:33.0000000000;17/01/22;16:42:39.0000000000;18/01/22;00:54:33.9716092670;644;1000;1002;254;./.git/objects/6b/2b20c075afed6d459de55aa2cc8bd18c867361
18/01/22;00:51:21.5276141690;18/01/22;00:54:35.0516092400;18/01/22;00:54:35.0516092400;755;1000;1002;248;./.git/objects/6c
18/01/22;00:51:21.0000000000;17/01/22;16:42:22.0000000000;18/01/22;00:51:21.5316141690;644;1000;1002;646;./.git/objects/6c/index.html
